<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2020.07.08	9798.969	9855.109	9521.563	9521.713	85216	0	133
2020.07.09	9521.694	9579.592	9347.389	9513.126	85162	0	130
2020.07.10	9513.112	9683.994	9500.142	9611.435	85141	0	133
2020.07.11	9611.382	9675.806	9292.940	9292.940	85120	0	130
2020.07.12	9293.815	9312.393	9177.121	9204.715	85133	0	128
2020.07.13	9204.712	9241.572	8990.764	9049.894	85094	0	125
2020.07.14	9049.874	9213.118	9014.471	9202.653	85049	0	126
2020.07.15	9202.588	9288.230	9123.693	9137.437	85060	0	127
2020.07.16	9137.423	9438.034	9125.545	9391.534	85146	0	127
2020.07.17	9391.515	9511.295	9326.405	9408.173	85091	0	130
2020.07.18	9408.162	9558.855	9386.803	9399.250	85153	0	131
2020.07.19	9399.219	9447.918	9289.281	9369.696	85182	0	130
2020.07.20	9369.678	9730.588	9333.835	9671.491	85079	0	130
2020.07.21	9671.469	9691.561	9202.914	9202.914	85201	0	128
2020.07.22	9202.909	9278.236	9123.811	9170.679	85140	0	127
2020.07.23	9170.662	9205.831	9027.285	9027.285	85079	0	126
2020.07.24	9027.269	9124.087	8933.590	8967.806	85111	0	125
2020.07.25	8967.763	8989.346	8702.244	8792.566	85081	0	121
2020.07.26	8792.525	8855.936	8580.215	8669.066	84814	0	120
2020.07.27	8669.056	8808.119	8532.686	8656.726	85089	0	119
2020.07.28	8656.687	8662.927	8414.928	8423.792	85039	0	117
2020.07.29	8423.752	8475.526	8267.849	8279.593	84909	0	115
2020.07.30	8279.586	8333.959	8148.238	8318.017	84925	0	114
2020.07.31	8317.967	8463.613	8221.321	8426.633	84928	0	115
2020.08.01	8426.620	8645.031	8419.063	8627.801	84961	0	117
2020.08.02	8627.787	8660.888	8462.037	8488.638	85004	0	118
2020.08.03	8488.625	8684.588	8459.471	8683.912	85032	0	118
2020.08.04	8683.908	8710.159	8546.301	8642.069	85043	0	119
2020.08.05	8642.064	8848.709	8576.225	8778.497	84966	0	120
2020.08.06	8778.482	8877.337	8698.297	8821.554	85056	0	121
2020.08.07	8821.538	8916.908	8744.682	8802.795	75652	0	122
2020.08.08	8802.773	8820.147	8565.502	8624.646	85027	0	119
2020.08.09	8624.636	8647.301	8510.198	8611.051	85014	0	119
2020.08.10	8611.033	8671.465	8518.996	8644.029	85022	0	119
2020.08.11	8644.017	8668.664	8513.064	8534.513	85028	0	119
2020.08.12	8534.505	8586.168	8419.687	8425.724	85022	0	117
2020.08.13	8425.715	8640.114	8411.314	8631.435	84932	0	117
2020.08.14	8631.431	8972.772	8593.687	8963.910	85059	0	120
